time,open,high,low,close,volume
1736200800,1.79412,1.79907,1.79001,1.79299,149245
1736287200,1.79135,1.79253,1.77435,1.77716,159840
1736373600,1.77606,1.77726,1.7626,1.77122,141248
1736460000,1.77056,1.77536,1.75971,1.76024,161296
1736719200,1.75922,1.76048,1.74577,1.75432,167417
1736805600,1.75304,1.75858,1.74666,1.75274,169348
1736892000,1.75192,1.76079,1.74606,1.75557,147194
1736978400,1.75396,1.76213,1.75148,1.76111,160854
1737064800,1.76102,1.76279,1.75251,1.7617,146075
1737324000,1.75946,1.76558,1.75692,1.76314,145101
1737410400,1.76264,1.77997,1.76202,1.76921,183489
1737496800,1.76802,1.77484,1.76443,1.77068,154020
1737583200,1.769,1.777,1.76832,1.77659,153102
1737669600,1.77548,1.7916,1.77524,1.7897,157189
1737928800,1.79016,1.79913,1.78879,1.79651,176184
1738015200,1.79536,1.79595,1.78701,1.79199,157398
1738101600,1.79045,1.79773,1.78927,1.795,159575
1738188000,1.79376,1.81272,1.79039,1.79862,150077
1738274400,1.79844,1.8041,1.79137,1.80073,177602
1738533600,1.81222,1.81621,1.79098,1.79617,236662
1738620000,1.79502,1.79702,1.78521,1.78725,174286
1738706400,1.7865,1.79227,1.78524,1.78996,154922
1738792800,1.78956,1.79212,1.77422,1.77842,145604
1738879200,1.77802,1.78555,1.77105,1.77211,149762
1739138400,1.77524,1.78156,1.76917,1.7702,139898
1739224800,1.7689,1.77908,1.7677,1.77768,133149
1739311200,1.77648,1.78169,1.77318,1.78051,156494
1739397600,1.77836,1.78654,1.77809,1.78327,166964
1739484000,1.7823,1.78813,1.77958,1.7832,145266
1739743200,1.78098,1.79256,1.78098,1.7903,113776
1739829600,1.7887,1.79106,1.78663,1.79013,139978
1739916000,1.78918,1.79355,1.7865,1.79196,154221
1740002400,1.78963,1.79597,1.78936,1.79563,161478
1740088800,1.79463,1.79873,1.79234,1.79661,165714
1740348000,1.79616,1.8011,1.79389,1.79997,172949
1740434400,1.79962,1.81377,1.79895,1.81339,178299
1740520800,1.81246,1.82297,1.81061,1.81725,170426
1740607200,1.81608,1.82333,1.81468,1.81867,175345
1740693600,1.8181,1.82122,1.81296,1.81832,182961
1740952800,1.81712,1.84477,1.8143,1.83866,190798
1741039200,1.83774,1.8554,1.83298,1.8413,220445
1741125600,1.84038,1.85568,1.83979,1.84944,210843
1741212000,1.84826,1.85279,1.8379,1.84111,217895
1741298400,1.83996,1.86207,1.83954,1.85664,197726
1741554000,1.85438,1.8668,1.85058,1.8594,195009
1741640400,1.85852,1.87792,1.85727,1.86911,208446
1741726800,1.86786,1.87184,1.86102,1.8627,178212
1741813200,1.86132,1.87012,1.8588,1.87008,177317
1741899600,1.86936,1.87092,1.85652,1.85803,176247
1742158800,1.85722,1.86276,1.85441,1.85559,148512
1742245200,1.8558,1.86158,1.84775,1.85864,148513
1742331600,1.8571,1.86324,1.85488,1.86274,148740
1742418000,1.86092,1.86612,1.85501,1.85679,151112
1742504400,1.85692,1.85783,1.8503,1.85217,142668
1742763600,1.84956,1.85802,1.84461,1.85019,149739
1742850000,1.84978,1.85425,1.84729,1.84793,136373
1742936400,1.8475,1.84899,1.83467,1.83886,141042
1743022800,1.83797,1.858,1.83624,1.85201,135266
1743109200,1.85135,1.85697,1.84778,1.85185,119891
1743368400,1.84872,1.86113,1.84833,1.85843,138679
1743454800,1.85683,1.86096,1.84787,1.84835,138665
1743541200,1.84711,1.8651,1.84601,1.85354,133293
1743627600,1.84967,1.86522,1.8406,1.84654,220836
1743714000,1.84427,1.8525,1.83045,1.83273,233177
1743973200,1.82444,1.84142,1.80818,1.81259,247073
1744059600,1.81104,1.82276,1.80641,1.82033,218322
1744146000,1.81948,1.82866,1.79799,1.80516,242252
1744232400,1.8039,1.82161,1.80313,1.81333,208992
1744318800,1.81219,1.82448,1.81065,1.81228,212418
1744578000,1.8138,1.83296,1.81065,1.8292,176687
1744664400,1.82806,1.84755,1.82786,1.84687,149607
1744750800,1.84382,1.84981,1.83366,1.83413,157423
1744837200,1.8334,1.83983,1.83153,1.83518,142379
1744923600,1.83281,1.84148,1.83253,1.84031,198597
1745182800,1.84186,1.85223,1.83594,1.85154,130024
1745269200,1.84963,1.85324,1.84066,1.84111,149779
1745355600,1.8405,1.84498,1.83361,1.83966,173067
1745442000,1.83909,1.85022,1.83846,1.84777,128104
1745528400,1.84714,1.84928,1.84256,1.84322,118474
1745787600,1.84271,1.85949,1.84151,1.85884,124976
1745874000,1.8564,1.8601,1.85229,1.85447,121348
1745960400,1.85284,1.85471,1.83623,1.83924,143153
1746046800,1.83814,1.84288,1.83234,1.83902,133439
1746133200,1.83738,1.84076,1.83098,1.83341,151582
1746392400,1.8268,1.8416,1.8268,1.83802,132341
1746478800,1.83627,1.84945,1.83547,1.84144,140432
1746565200,1.84081,1.84506,1.83714,1.83915,154549
1746651600,1.83771,1.85269,1.83735,1.84363,157485
1746738000,1.84292,1.85589,1.84103,1.85349,128985
1746997200,1.84468,1.85222,1.83752,1.84113,163940
1747083600,1.84003,1.85583,1.83974,1.85384,142083
1747170000,1.85457,1.85991,1.8517,1.85365,149757
1747256400,1.85185,1.86244,1.85097,1.85676,138219
1747342800,1.85582,1.85926,1.85247,1.85472,128900
1747602000,1.85354,1.86934,1.85282,1.86371,138479
1747688400,1.86197,1.86724,1.85694,1.86359,140169
1747774800,1.86201,1.86949,1.85754,1.85967,153786
1747861200,1.85781,1.8648,1.85781,1.85897,147591
1747947600,1.85856,1.86718,1.85539,1.85815,141756
1748206800,1.8556,1.86346,1.85528,1.86293,103405
1748293200,1.86177,1.86843,1.85921,1.86566,133108
1748379600,1.86415,1.86801,1.85973,1.86373,134335
1748466000,1.86204,1.86478,1.85854,1.8625,152512
1748552400,1.8614,1.86499,1.84714,1.84805,145380
1748811600,1.84781,1.85799,1.84706,1.857,145674
1748898000,1.85577,1.85934,1.85288,1.85461,133579
1748984400,1.85334,1.85703,1.85175,1.85381,137656
1749070800,1.853,1.85764,1.85146,1.85523,142659
1749157200,1.85497,1.85631,1.84983,1.85249,134568
1749416400,1.85232,1.85705,1.85048,1.85605,111010
1749502800,1.85472,1.85774,1.84493,1.84507,134384
1749589200,1.84428,1.85276,1.84148,1.85206,134279
1749675600,1.85052,1.85703,1.84787,1.85125,145406
1749762000,1.85141,1.85324,1.84131,1.84351,171143
1750021200,1.84114,1.84547,1.83906,1.84221,159380
1750107600,1.84151,1.8431,1.83075,1.8361,156701
1750194000,1.83528,1.84355,1.8333,1.83763,159104
1750280400,1.83692,1.84641,1.83494,1.84473,133731
1750366800,1.8443,1.85311,1.84296,1.84626,144609
1750626000,1.8434,1.85938,1.84148,1.85732,177705
1750712400,1.8558,1.87066,1.85502,1.8684,154430
1750798800,1.86658,1.87623,1.86572,1.87527,134315
1750885200,1.87356,1.88313,1.87122,1.87214,154991
1750971600,1.87209,1.88291,1.87074,1.87724,149137
1751230800,1.87462,1.87914,1.8671,1.86875,151368
1751317200,1.86675,1.87597,1.86566,1.87569,140614
1751403600,1.87435,1.87628,1.85064,1.85274,137197
1751490000,1.85256,1.85851,1.84953,1.85484,126898
1751576400,1.85395,1.85885,1.85247,1.85558,142811
1751835600,1.85722,1.86202,1.85517,1.86083,140267
1751922000,1.85987,1.86316,1.85091,1.85688,138135
1752008400,1.85526,1.86376,1.85472,1.85923,125404
1752094800,1.85836,1.86233,1.85316,1.85385,116088
1752181200,1.85266,1.86034,1.84257,1.84619,140150
1752440400,1.84698,1.84851,1.83848,1.83993,128480
1752526800,1.83805,1.8424,1.83546,1.83655,129163
1752613200,1.83616,1.84604,1.83392,1.83581,139946
1752699600,1.83554,1.84509,1.83491,1.84501,128082
1752786000,1.8436,1.8472,1.84001,1.84002,116031
1753045200,1.8396,1.84862,1.83848,1.84579,120640
1753131600,1.84525,1.84637,1.83968,1.84117,116214
1753218000,1.84028,1.84797,1.838,1.84622,130482
1753304400,1.84483,1.84805,1.84168,1.84172,127361
1753390800,1.84193,1.84346,1.83685,1.83992,132171
1753650000,1.83916,1.84344,1.83315,1.8345,138610
1753736400,1.83448,1.84067,1.83156,1.8382,139385
1753822800,1.83733,1.84505,1.82847,1.83051,150107
1753909200,1.8298,1.83504,1.82536,1.82904,153686
1753995600,1.82795,1.83606,1.82334,1.82968,175968
1754254800,1.82818,1.83432,1.82755,1.83032,159170
1754341200,1.8296,1.83553,1.82835,1.83146,149254
1754427600,1.83107,1.83701,1.82886,1.83519,143509
1754514000,1.83443,1.84791,1.83326,1.84791,148714
1754600400,1.84733,1.85126,1.8444,1.84936,134737
1754859600,1.84872,1.85381,1.84668,1.85041,123579
1754946000,1.84955,1.86112,1.84828,1.85894,148638
1755032400,1.85888,1.86924,1.85775,1.86786,129310
1755118800,1.86657,1.87197,1.86582,1.8689,141493
1755205200,1.86895,1.87372,1.86754,1.87241,119452
1755464400,1.87062,1.87342,1.86311,1.86365,121277
1755550800,1.8637,1.87125,1.86255,1.87099,125790
1755637200,1.86952,1.87401,1.86495,1.86643,136478
1755723600,1.86635,1.87058,1.86376,1.86535,134122
1755810000,1.86471,1.87334,1.86324,1.8697,135333
1756069200,1.86694,1.86988,1.86386,1.86418,123617
