time,open,high,low,close,volume
1779483360,3355.38,3355.82,3355.04,3355.82,202
1779483420,3355.82,3355.82,3355.82,3355.82,2
1779660120,3375.35,3376.65,3372.02,3375.11,291
1779660180,3375.42,3375.85,3373.76,3374.29,288
1779660240,3374.28,3378.52,3374.02,3377.53,300
1779660300,3376.9,3379.43,3376.36,3378.15,282
1779660360,3378.43,3381.49,3378.33,3379.78,273
1779660420,3379.77,3380.02,3376.78,3377.93,265
1779660480,3377.95,3379.29,3377.5,3378.07,254
1779660540,3378.06,3379.37,3377.38,3378.76,265
1779660600,3379.24,3380.96,3379.15,3380.7,268
1779660660,3380.79,3381.34,3378.83,3378.87,245
1779660720,3378.72,3379.03,3377.48,3377.67,240
1779660780,3377.66,3381.11,3377.66,3380.65,229
1779660840,3380.41,3380.6,3379.35,3379.63,241
1779660900,3379.76,3380.26,3379.13,3379.61,249
1779660960,3379.36,3379.9,3375.94,3376.23,270
1779661020,3376.33,3377.86,3375.27,3376.15,246
1779661080,3376.14,3376.28,3375.23,3375.8,217
1779661140,3375.79,3377.69,3375.71,3377.69,232
1779661200,3377.53,3379.6,3377.26,3378.88,199
1779661260,3378.65,3379.44,3378.28,3378.81,230
1779661320,3378.82,3379.12,3378.08,3378.22,190
1779661380,3378.24,3378.74,3378.09,3378.65,185
1779661440,3378.31,3379.83,3378.21,3378.99,158
1779661500,3378.99,3379.28,3378.18,3378.8,196
1779661560,3378.78,3378.91,3377.22,3377.54,211
1779661620,3377.53,3378.27,3375.26,3375.75,224
1779661680,3375.73,3376.49,3375.65,3376.33,209
1779661740,3376.15,3376.36,3375.67,3376.26,171
1779661800,3375.94,3379.8,3375.94,3379.49,239
1779661860,3379.47,3381.42,3379.26,3380.85,259
1779661920,3380.87,3382.09,3380.49,3381.59,225
1779661980,3381.3,3382.85,3381.14,3382.58,212
1779662040,3382.58,3382.64,3381.13,3381.4,165
1779662100,3381.41,3381.59,3380.73,3380.92,178
1779662160,3380.86,3381.78,3380.23,3381.66,211
1779662220,3381.64,3381.66,3380.78,3381.43,188
1779662280,3381.25,3381.37,3380.17,3380.46,187
1779662340,3380.44,3380.75,3380,3380.52,183
1779662400,3380.54,3380.56,3379.68,3380.13,172
1779662460,3380.22,3380.93,3379.89,3380.63,189
1779662520,3380.65,3380.89,3380.49,3380.49,143
1779662580,3380.54,3381,3379.67,3380.62,215
1779662640,3380.58,3381.01,3380.05,3380.87,181
1779662700,3380.95,3381.03,3380.56,3380.59,154
1779662760,3380.57,3382.87,3380.56,3382.66,201
1779662820,3382.67,3384.99,3382.67,3384.73,241
1779662880,3384.75,3385.91,3384.4,3384.98,229
1779662940,3384.93,3386.12,3384.87,3385.84,200
1779663000,3385.83,3385.88,3384.13,3384.21,211
1779663060,3384.18,3385.16,3383.96,3384.52,189
1779663120,3384.51,3384.57,3383.78,3384.04,185
1779663180,3383.98,3384.52,3383.91,3384.39,165
1779663240,3384.4,3384.68,3383.87,3384.17,164
1779663300,3384.15,3384.3,3383.86,3384.02,176
1779663360,3384.02,3384.24,3383.78,3384.23,136
1779663420,3384.25,3384.41,3384.04,3384.26,112
1779663480,3384.29,3385.37,3384.23,3385.04,154
1779663540,3385.06,3385.83,3384.93,3385.49,150
1779663600,3385.51,3387.4,3385.51,3386.58,246
1779663660,3386.63,3387.34,3386.5,3387.22,232
1779663720,3387.22,3387.51,3387.01,3387.21,175
1779663780,3387.28,3387.47,3387.1,3387.18,175
1779663840,3387.19,3387.31,3386.87,3386.9,132
1779663900,3386.7,3387.18,3386.6,3387.18,168
1779663960,3387.16,3387.38,3387.02,3387.38,162
1779664020,3387.39,3389.97,3387.21,3389.89,227
1779664080,3389.83,3391.25,3389.32,3390.8,186
1779664140,3390.85,3390.99,3390.16,3390.32,149
1779664200,3390.33,3391.94,3390.33,3391.81,172
1779664260,3391.8,3391.84,3390.56,3390.75,161
1779664320,3390.73,3392.24,3390.61,3392.07,187
1779664380,3392.06,3393.21,3391.47,3391.62,191
1779664440,3391.61,3391.96,3391.58,3391.82,151
1779664500,3391.92,3393.68,3391.88,3393.68,142
1779664560,3393.67,3394.09,3392.29,3392.59,177
1779664620,3392.62,3393.08,3392.58,3392.79,142
1779664680,3392.83,3392.83,3391.67,3391.94,159
1779664740,3391.95,3392.33,3391.4,3391.88,123
1779664800,3391.88,3392.62,3391.67,3392.53,116
1779664860,3392.99,3393.95,3392.69,3393.54,153
1779664920,3393.53,3393.56,3392.33,3392.33,133
1779664980,3392.29,3393.83,3392.08,3393.8,132
1779665040,3393.8,3394.38,3393.43,3393.71,153
1779665100,3393.7,3393.76,3391.97,3391.98,170
1779665160,3391.93,3392.46,3391.76,3391.95,166
1779665220,3391.81,3392.83,3391.76,3392.75,116
1779665280,3392.8,3394.87,3392.76,3394.01,160
1779665340,3393.96,3394.04,3392.59,3392.83,174
1779665400,3392.93,3394.64,3392.9,3394.07,173
1779665460,3394.11,3395.16,3394.11,3395.01,219
1779665520,3394.99,3395.21,3394.73,3395.02,178
1779665580,3395.01,3395.3,3394.97,3395.02,155
1779665640,3395.07,3395.43,3394.9,3395.15,155
1779665700,3395.12,3395.49,3394.93,3395.35,203
1779665760,3395.42,3395.55,3394.93,3395,188
1779665820,3395,3395.17,3394.86,3394.99,155
1779665880,3394.92,3395.57,3394.88,3395.39,142
1779665940,3395.27,3395.75,3395.18,3395.18,164
1779666000,3395.16,3395.53,3395.11,3395.31,184
1779666060,3395.33,3395.95,3395.2,3395.8,167
1779666120,3395.71,3396.31,3394.62,3394.87,199
1779666180,3394.89,3395.79,3394.85,3395.29,169
1779666240,3395.33,3395.67,3393.99,3394.4,167
1779666300,3394.46,3394.5,3393.21,3393.95,223
1779666360,3393.89,3394.75,3393.79,3393.79,221
1779666420,3393.98,3394.62,3393.6,3394.23,159
1779666480,3394.24,3394.89,3394.02,3394.87,184
1779666540,3395.19,3395.35,3394.3,3394.44,148
1779666600,3394.42,3394.42,3393.31,3393.36,165
1779666660,3393.31,3393.83,3393.31,3393.38,159
1779666720,3393.2,3393.5,3392.7,3393.06,202
1779666780,3393.32,3394.44,3393.32,3393.83,166
1779666840,3393.83,3393.89,3392.9,3393.27,159
1779666900,3393.06,3393.27,3392.29,3392.31,183
1779666960,3392.29,3393,3391.5,3391.51,200
1779667020,3391.91,3391.98,3390.3,3391.14,221
1779667080,3391.12,3391.39,3387.43,3387.62,231
